"r", 5, 64, 3, 100, 26, "24/07/2019 12:42:51", 1563964971.95, 1.0, 18340, 18457, 18398, 0.9096510359869139, 0.878961911469903, 0.8779215132079574
"s", 5, 128, 3, 100, 28, "24/07/2019 12:42:57", 1563964977.29, 1.0, 18340, 18457, 18398, 0.8171210468920392, 0.7862599555724116, 0.787694314599413
"t", 5, 256, 3, 100, 29, "24/07/2019 12:43:13", 1563964993.75, 1.0, 18340, 18457, 18398, 0.7739367502726281, 0.7465460258980333, 0.7486683335145125
"q", 5, 32, 3, 100, 23, "24/07/2019 12:43:14", 1563964994.42, 1.0, 18340, 18457, 18398, 0.938876772082879, 0.9044265048491087, 0.9041743667789978
"p", 5, 16, 3, 100, 19, "24/07/2019 12:43:46", 1563965026.43, 1.0, 18340, 18457, 18398, 0.9361504907306434, 0.9044265048491087, 0.9038482443743885
"s", 5, 128, 3, 100, 29, "24/07/2019 12:44:05", 1563965045.85, 1.0, 18340, 18457, 18398, 0.815648854961832, 0.7829007964457929, 0.7834003696053919
"r", 5, 64, 3, 100, 27, "24/07/2019 12:44:06", 1563965046.75, 1.0, 18340, 18457, 18398, 0.8913304252998909, 0.8598363764425421, 0.86063702576367
"t", 5, 256, 3, 100, 30, "24/07/2019 12:44:23", 1563965063.38, 1.0, 18340, 18457, 18398, 0.7862595419847328, 0.7538061440104026, 0.7547559517338841
"q", 5, 32, 3, 100, 24, "24/07/2019 12:44:44", 1563965084.98, 1.0, 18340, 18457, 18398, 0.9324972737186478, 0.8954326271875169, 0.8968366126752908
"o", 5, 8, 3, 100, 14, "24/07/2019 12:44:53", 1563965093.72, 1.0, 18340, 18457, 18398, 0.9478735005452563, 0.920192880749851, 0.9214588542232851
"s", 5, 128, 3, 100, 30, "24/07/2019 12:45:18", 1563965118.24, 1.0, 18340, 18457, 18398, 0.8419847328244274, 0.8090697296418703, 0.8095988694423307
"r", 5, 64, 3, 100, 28, "24/07/2019 12:45:22", 1563965122.1, 1.0, 18340, 18457, 18398, 0.904907306434024, 0.8713225334561413, 0.872268724861398
"p", 5, 16, 3, 100, 20, "24/07/2019 12:45:33", 1563965133.79, 1.0, 18340, 18457, 18398, 0.9504362050163577, 0.9171046215527984, 0.9142841613218828
"t", 5, 256, 3, 100, 31, "24/07/2019 12:45:35", 1563965135.54, 1.0, 18340, 18457, 18398, 0.7791166848418757, 0.7455707861515956, 0.7506794216762691
"q", 5, 32, 3, 100, 25, "24/07/2019 12:46:09", 1563965169.12, 1.0, 18340, 18457, 18398, 0.9496183206106871, 0.9136912824402665, 0.9153168822698119
