"j", 5, 3, 100, 6, "23/07/2019 16:31:00", 1563892260.53, 1.0, 18340, 18457, 18398, 0.7472191930207197, 0.7253074714200575, 0.7245352755734319
"h", 5, 1, 100, 9, "23/07/2019 16:31:26", 1563892286.92, 1.0, 18340, 18457, 18398, 0.7177753544165758, 0.7023351573928591, 0.7043156864876617
"l", 5, 5, 100, 5, "23/07/2019 16:32:09", 1563892329.75, 1.0, 18340, 18457, 18398, 0.6661395856052345, 0.6505932708457496, 0.6535492988368301
"i", 5, 2, 100, 8, "23/07/2019 16:32:58", 1563892378.29, 1.0, 18340, 18457, 18398, 0.8072519083969466, 0.7821422766430081, 0.7823132949233612
"k", 5, 4, 100, 6, "23/07/2019 16:33:02", 1563892382.98, 1.0, 18340, 18457, 18398, 0.7146673936750273, 0.6982174784634556, 0.6993151429503207
"h", 5, 1, 100, 10, "23/07/2019 16:33:14", 1563892394.3, 1.0, 18340, 18457, 18398, 0.7286259541984733, 0.7128460746600206, 0.7148603109033591
"j", 5, 3, 100, 7, "23/07/2019 16:33:30", 1563892410.46, 1.0, 18340, 18457, 18398, 0.7667393675027263, 0.7409654873489733, 0.742798130231547
"m", 5, 6, 100, 5, "23/07/2019 16:34:24", 1563892464.54, 1.0, 18340, 18457, 18398, 0.5736641221374046, 0.5678604323562876, 0.5681595825633221
"h", 5, 1, 100, 11, "23/07/2019 16:35:07", 1563892507.35, 1.0, 18340, 18457, 18398, 0.7321155943293348, 0.7126293547163678, 0.7152407870420698
"i", 5, 2, 100, 9, "23/07/2019 16:35:09", 1563892509.3, 1.0, 18340, 18457, 18398, 0.8322791712104689, 0.8077694099799534, 0.8059028155234265
"l", 5, 5, 100, 6, "23/07/2019 16:35:41", 1563892541.99, 1.0, 18340, 18457, 18398, 0.6886586695747001, 0.6693937259576312, 0.6742580715295141
"k", 5, 4, 100, 7, "23/07/2019 16:36:05", 1563892565.27, 1.0, 18340, 18457, 18398, 0.7095419847328245, 0.69355799967492, 0.6954560278291119
"j", 5, 3, 100, 8, "23/07/2019 16:36:06", 1563892566.67, 1.0, 18340, 18457, 18398, 0.7830425299890948, 0.754185403911795, 0.7535601695836504
"h", 5, 1, 100, 12, "23/07/2019 16:37:00", 1563892620.59, 1.0, 18340, 18457, 18398, 0.7355507088331515, 0.7154467139838544, 0.7181215349494511
"i", 5, 2, 100, 10, "23/07/2019 16:37:22", 1563892642.95, 1.0, 18340, 18457, 18398, 0.8439476553980371, 0.8147586281627567, 0.8139471681704533
"m", 5, 6, 100, 6, "23/07/2019 16:38:10", 1563892690.41, 1.0, 18340, 18457, 18398, 0.5708287895310796, 0.5620631738635748, 0.563756930101098
"j", 5, 3, 100, 9, "23/07/2019 16:38:36", 1563892716.92, 1.0, 18340, 18457, 18398, 0.7988004362050164, 0.7735818388687219, 0.7726383302532884
"h", 5, 1, 100, 13, "23/07/2019 16:38:43", 1563892723.7, 1.0, 18340, 18457, 18398, 0.7413304252998909, 0.718805873110473, 0.7200239156430047
"k", 5, 4, 100, 8, "23/07/2019 16:39:02", 1563892742.79, 1.0, 18340, 18457, 18398, 0.7505997818974918, 0.7279081107438912, 0.7299162952494836
"l", 5, 5, 100, 7, "23/07/2019 16:39:05", 1563892745.56, 1.0, 18340, 18457, 18398, 0.697546346782988, 0.6788210435065287, 0.6846939884770084
"i", 5, 2, 100, 11, "23/07/2019 16:39:23", 1563892763.98, 1.0, 18340, 18457, 18398, 0.8591057797164667, 0.8296039443029745, 0.8288400913142733
"h", 5, 1, 100, 14, "23/07/2019 16:40:35", 1563892835.15, 1.0, 18340, 18457, 18398, 0.7420937840785169, 0.7196727528850843, 0.7212196977932384
"j", 5, 3, 100, 10, "23/07/2019 16:41:09", 1563892869.7, 1.0, 18340, 18457, 18398, 0.8162486368593239, 0.7840927561358834, 0.784324383085118
"i", 5, 2, 100, 12, "23/07/2019 16:41:46", 1563892906.35, 1.0, 18340, 18457, 18398, 0.8730643402399128, 0.8436907406404074, 0.8446570279378194
"m", 5, 6, 100, 7, "23/07/2019 16:41:58", 1563892918.81, 1.0, 18340, 18457, 18398, 0.6393129770992366, 0.6291379964241209, 0.6316990977280139
"k", 5, 4, 100, 9, "23/07/2019 16:42:06", 1563892926.92, 1.0, 18340, 18457, 18398, 0.760196292257361, 0.7399902476025356, 0.7418741167518208
"h", 5, 1, 100, 15, "23/07/2019 16:42:32", 1563892952.31, 1.0, 18340, 18457, 18398, 0.746782988004362, 0.7242238717017934, 0.7255136427872595
"l", 5, 5, 100, 8, "23/07/2019 16:42:38", 1563892958.18, 1.0, 18340, 18457, 18398, 0.7251363140676118, 0.704448176843474, 0.7102945972388303
"j", 5, 3, 100, 11, "23/07/2019 16:43:43", 1563893023.74, 1.0, 18340, 18457, 18398, 0.8256270447110142, 0.7916779541637319, 0.7932383954777693
"i", 5, 2, 100, 13, "23/07/2019 16:44:14", 1563893054.34, 1.0, 18340, 18457, 18398, 0.8826063249727372, 0.8532805981470445, 0.8497119252092619
"h", 5, 1, 100, 16, "23/07/2019 16:44:27", 1563893067.1, 1.0, 18340, 18457, 18398, 0.7529443838604144, 0.7276913908002384, 0.7282313294923362
"k", 5, 4, 100, 10, "23/07/2019 16:45:12", 1563893112.01, 1.0, 18340, 18457, 18398, 0.7808069792802618, 0.7559191634610175, 0.7584520056527884
"m", 5, 6, 100, 8, "23/07/2019 16:46:03", 1563893163.91, 1.0, 18340, 18457, 18398, 0.6369138495092693, 0.621715338354012, 0.6276769214045005
"l", 5, 5, 100, 9, "23/07/2019 16:46:14", 1563893174.19, 1.0, 18340, 18457, 18398, 0.7108505997818975, 0.6897654006609958, 0.6938254158060658
"h", 5, 1, 100, 17, "23/07/2019 16:46:26", 1563893186.45, 1.0, 18340, 18457, 18398, 0.7605234460196292, 0.7347347889689548, 0.734645070116317
"i", 5, 2, 100, 14, "23/07/2019 16:46:28", 1563893188.08, 1.0, 18340, 18457, 18398, 0.8917121046892039, 0.8606490762312402, 0.8593868898793348
"j", 5, 3, 100, 12, "23/07/2019 16:46:33", 1563893193.31, 1.0, 18340, 18457, 18398, 0.856979280261723, 0.8239150457820881, 0.8278073703663442
"k", 5, 4, 100, 11, "23/07/2019 16:48:07", 1563893287.46, 1.0, 18340, 18457, 18398, 0.7876226826608506, 0.7648588611366961, 0.7685618001956734
"h", 5, 1, 100, 18, "23/07/2019 16:48:13", 1563893293.74, 1.0, 18340, 18457, 18398, 0.7710468920392585, 0.7420490870672374, 0.7412218719426025
"i", 5, 2, 100, 15, "23/07/2019 16:48:50", 1563893330.28, 1.0, 18340, 18457, 18398, 0.9013631406761178, 0.8664463347239529, 0.8655832155669094
"j", 5, 3, 100, 13, "23/07/2019 16:49:10", 1563893350.63, 1.0, 18340, 18457, 18398, 0.8528353326063249, 0.8247819255566994, 0.8268290031525166
"l", 5, 5, 100, 10, "23/07/2019 16:49:47", 1563893387.59, 1.0, 18340, 18457, 18398, 0.7353871319520174, 0.7178848133499486, 0.7232851396890967
"m", 5, 6, 100, 9, "23/07/2019 16:49:54", 1563893394.84, 1.0, 18340, 18457, 18398, 0.6606870229007633, 0.6453919921980821, 0.650994673334058
"h", 5, 1, 100, 19, "23/07/2019 16:50:03", 1563893403.67, 1.0, 18340, 18457, 18398, 0.7798800436205017, 0.7511513247006556, 0.7501902380693554
"i", 5, 2, 100, 16, "23/07/2019 16:51:07", 1563893467.82, 1.0, 18340, 18457, 18398, 0.8984187568157034, 0.8662296147803001, 0.8643874334166757
"k", 5, 4, 100, 12, "23/07/2019 16:51:12", 1563893472.16, 1.0, 18340, 18457, 18398, 0.8047982551799345, 0.7825757165303137, 0.7833460158712904
"j", 5, 3, 100, 14, "23/07/2019 16:51:43", 1563893503.66, 1.0, 18340, 18457, 18398, 0.8531079607415485, 0.8281410846833179, 0.8286770301119687
"h", 5, 1, 100, 20, "23/07/2019 16:51:51", 1563893511.05, 1.0, 18340, 18457, 18398, 0.784133042529989, 0.7548355637427534, 0.7542667681269704
"l", 5, 5, 100, 11, "23/07/2019 16:53:09", 1563893589.67, 1.0, 18340, 18457, 18398, 0.7624863685932388, 0.7376605082082679, 0.7392651375149473
"i", 5, 2, 100, 17, "23/07/2019 16:53:12", 1563893592.93, 1.0, 18340, 18457, 18398, 0.909814612868048, 0.8783659316248578, 0.8785194042830743
"m", 5, 6, 100, 10, "23/07/2019 16:53:32", 1563893612.07, 1.0, 18340, 18457, 18398, 0.6786259541984733, 0.6595871485073413, 0.663332970975106
"h", 5, 1, 100, 21, "23/07/2019 16:53:39", 1563893619.32, 1.0, 18340, 18457, 18398, 0.7869138495092693, 0.7569485831933683, 0.7551907816066964
"k", 5, 4, 100, 13, "23/07/2019 16:54:05", 1563893645.62, 1.0, 18340, 18457, 18398, 0.8218647764449292, 0.7914070542341659, 0.7953581911077291
"j", 5, 3, 100, 15, "23/07/2019 16:54:08", 1563893648.51, 1.0, 18340, 18457, 18398, 0.8959105779716466, 0.8643874952592512, 0.8654745080987064
"i", 5, 2, 100, 18, "23/07/2019 16:55:20", 1563893720.22, 1.0, 18340, 18457, 18398, 0.9181025081788441, 0.8847049899767027, 0.8871616480052179
"h", 5, 1, 100, 22, "23/07/2019 16:55:22", 1563893722.34, 1.0, 18340, 18457, 18398, 0.7874045801526718, 0.7565693232919759, 0.7550277204043918
"l", 5, 5, 100, 12, "23/07/2019 16:56:27", 1563893787.91, 1.0, 18340, 18457, 18398, 0.7730643402399128, 0.7471420057430785, 0.7498641156647462
"j", 5, 3, 100, 16, "23/07/2019 16:56:41", 1563893801.5, 1.0, 18340, 18457, 18398, 0.9071428571428571, 0.87045565368153, 0.8739536906185454
"h", 5, 1, 100, 23, "23/07/2019 16:57:03", 1563893823.71, 1.0, 18340, 18457, 18398, 0.7896946564885496, 0.7601993823481605, 0.7600282639417328
"k", 5, 4, 100, 14, "23/07/2019 16:57:04", 1563893824.89, 1.0, 18340, 18457, 18398, 0.8362050163576881, 0.8105325892615268, 0.8107402978584629
"m", 5, 6, 100, 11, "23/07/2019 16:57:14", 1563893834.47, 1.0, 18340, 18457, 18398, 0.7038167938931298, 0.6822343826190606, 0.6855636482226329
"i", 5, 2, 100, 19, "23/07/2019 16:57:31", 1563893851.97, 1.0, 18340, 18457, 18398, 0.9217557251908397, 0.8913149482581134, 0.8898249809761931
"h", 5, 1, 100, 24, "23/07/2019 16:58:51", 1563893931.43, 1.0, 18340, 18457, 18398, 0.7977099236641222, 0.7648588611366961, 0.7651375149472769
"j", 5, 3, 100, 17, "23/07/2019 16:59:11", 1563893951.05, 1.0, 18340, 18457, 18398, 0.9140676117775355, 0.8833504903288725, 0.8867268181324057
"i", 5, 2, 100, 20, "23/07/2019 16:59:40", 1563893980.34, 1.0, 18340, 18457, 18398, 0.9270992366412214, 0.8911524083003738, 0.8916186542015436
"l", 5, 5, 100, 13, "23/07/2019 16:59:43", 1563893983.38, 1.0, 18340, 18457, 18398, 0.7850599781897492, 0.7601993823481605, 0.7570388085661485
"k", 5, 4, 100, 15, "23/07/2019 16:59:57", 1563893997.94, 1.0, 18340, 18457, 18398, 0.8502726281352235, 0.819634826894945, 0.8203609087944341
"h", 5, 1, 100, 25, "23/07/2019 17:00:40", 1563894040.84, 1.0, 18340, 18457, 18398, 0.7997818974918212, 0.7663217207563526, 0.7647026850744646
"m", 5, 6, 100, 12, "23/07/2019 17:01:00", 1563894060.34, 1.0, 18340, 18457, 18398, 0.704525627044711, 0.6866771414639432, 0.685672355690836
"j", 5, 3, 100, 18, "23/07/2019 17:01:43", 1563894103.51, 1.0, 18340, 18457, 18398, 0.929607415485278, 0.8995503061169204, 0.9031416458310686
"i", 5, 2, 100, 21, "23/07/2019 17:01:54", 1563894114.64, 1.0, 18340, 18457, 18398, 0.9283533260632497, 0.8919109281031586, 0.8936840960974018
"h", 5, 1, 100, 26, "23/07/2019 17:02:20", 1563894140.88, 1.0, 18340, 18457, 18398, 0.8017448200654308, 0.7642087013057377, 0.7626372431786064
"k", 5, 4, 100, 16, "23/07/2019 17:02:56", 1563894176.6, 1.0, 18340, 18457, 18398, 0.8628135223555071, 0.8296039443029745, 0.834221110990325
"l", 5, 5, 100, 14, "23/07/2019 17:03:08", 1563894188.47, 1.0, 18340, 18457, 18398, 0.8013631406761178, 0.778132957685431, 0.7782367648657462
"i", 5, 2, 100, 22, "23/07/2019 17:03:57", 1563894237.95, 1.0, 18340, 18457, 18398, 0.929989094874591, 0.9012840656661429, 0.8990651157734536
"h", 5, 1, 100, 27, "23/07/2019 17:04:00", 1563894240.91, 1.0, 18340, 18457, 18398, 0.7997273718647765, 0.7650755810803489, 0.7639417327970431
"j", 5, 3, 100, 19, "23/07/2019 17:04:12", 1563894252.77, 1.0, 18340, 18457, 18398, 0.9353326063249727, 0.9062686243701576, 0.9088487879117295
"m", 5, 6, 100, 13, "23/07/2019 17:04:35", 1563894275.11, 1.0, 18340, 18457, 18398, 0.7071973827699018, 0.6886818009427318, 0.6895314708120448
"h", 5, 1, 100, 28, "23/07/2019 17:05:41", 1563894341.54, 1.0, 18340, 18457, 18398, 0.8097055616139586, 0.7698975998266241, 0.7682356777910643
"k", 5, 4, 100, 17, "23/07/2019 17:05:47", 1563894347.92, 1.0, 18340, 18457, 18398, 0.8747001090512541, 0.8407650214010944, 0.8478095445157082
"i", 5, 2, 100, 23, "23/07/2019 17:06:03", 1563894363.6, 1.0, 18340, 18457, 18398, 0.9323336968375137, 0.9003630059056185, 0.9024350472877487
"l", 5, 5, 100, 15, "23/07/2019 17:06:20", 1563894380.02, 1.0, 18340, 18457, 18398, 0.7574154852780807, 0.7251449314623178, 0.7267094249374932
"j", 5, 3, 100, 20, "23/07/2019 17:06:40", 1563894400.66, 1.0, 18340, 18457, 18398, 0.9306979280261723, 0.9005255458633581, 0.9058049788020437
"h", 5, 1, 100, 29, "23/07/2019 17:07:21", 1563894441.69, 1.0, 18340, 18457, 18398, 0.8140676117775354, 0.775478138375684, 0.7743776497445375
"i", 5, 2, 100, 24, "23/07/2019 17:08:07", 1563894487.28, 1.0, 18340, 18457, 18398, 0.9492366412213741, 0.9138538223980062, 0.9152081748016089
"m", 5, 6, 100, 14, "23/07/2019 17:08:13", 1563894493.59, 1.0, 18340, 18457, 18398, 0.7489640130861505, 0.7238446118004009, 0.7232851396890967
"k", 5, 4, 100, 18, "23/07/2019 17:08:42", 1563894522.33, 1.0, 18340, 18457, 18398, 0.8753544165757906, 0.846237199978328, 0.8498749864115664
"h", 5, 1, 100, 30, "23/07/2019 17:09:01", 1563894541.9, 1.0, 18340, 18457, 18398, 0.8189203925845148, 0.7785663975727366, 0.7781280573975432
"j", 5, 3, 100, 21, "23/07/2019 17:09:07", 1563894547.75, 1.0, 18340, 18457, 18398, 0.9460196292257361, 0.9203012407216774, 0.9227633438417219
"l", 5, 5, 100, 16, "23/07/2019 17:09:35", 1563894575.46, 1.0, 18340, 18457, 18398, 0.8267175572519084, 0.8032182911632443, 0.8025328840091315
"i", 5, 2, 100, 25, "23/07/2019 17:10:10", 1563894610.59, 1.0, 18340, 18457, 18398, 0.95092693565976, 0.9141247223275722, 0.9135775627785628
"h", 5, 1, 100, 31, "23/07/2019 17:10:44", 1563894644.69, 1.0, 18340, 18457, 18398, 0.8241003271537622, 0.7844178360513626, 0.7830742472007827
"k", 5, 4, 100, 19, "23/07/2019 17:11:32", 1563894692.58, 1.0, 18340, 18457, 18398, 0.8918211559432934, 0.862707915695942, 0.8665072290466355
"j", 5, 3, 100, 22, "23/07/2019 17:11:36", 1563894696.4, 1.0, 18340, 18457, 18398, 0.9565976008724101, 0.9272362789185675, 0.9312968800956626
"m", 5, 6, 100, 15, "23/07/2019 17:11:50", 1563894710.44, 1.0, 18340, 18457, 18398, 0.7360959651035986, 0.7119250148994961, 0.7146972497010544
"i", 5, 2, 100, 26, "23/07/2019 17:12:14", 1563894734.1, 1.0, 18340, 18457, 18398, 0.9630861504907307, 0.9272904589044807, 0.9283617784541798
"h", 5, 1, 100, 32, "23/07/2019 17:12:21", 1563894741.8, 1.0, 18340, 18457, 18398, 0.8287895310796074, 0.7890773148398982, 0.78687900858789
"l", 5, 5, 100, 17, "23/07/2019 17:12:47", 1563894767.2, 1.0, 18340, 18457, 18398, 0.820010905125409, 0.798612992360622, 0.7945972388303076
"j", 5, 3, 100, 23, "23/07/2019 17:14:02", 1563894842.55, 1.0, 18340, 18457, 18398, 0.9494002181025082, 0.9218724603131603, 0.9242308946624633
"h", 5, 1, 100, 33, "23/07/2019 17:14:06", 1563894846.95, 1.0, 18340, 18457, 18398, 0.8394765539803708, 0.7954705531776561, 0.7956299597782368
"k", 5, 4, 100, 20, "23/07/2019 17:14:20", 1563894860.55, 1.0, 18340, 18457, 18398, 0.8959651035986914, 0.8657419949070814, 0.8636808348733558
"i", 5, 2, 100, 27, "23/07/2019 17:14:22", 1563894862.2, 1.0, 18340, 18457, 18398, 0.9621592148309706, 0.9270195589749146, 0.9299923904772258
